Category,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid
PARMESAN CHS TOPPING,0.6799874395011721,-0.4573698,0.8750176699074506,2.745000506571966,-0.352893742,-1.51586363,-0.032614916,-0.321599339
CHEESE,-0.512038488,-0.4573698,-0.674039857,0.4443351391689889,-0.071044809,0.5426959154960762,-0.40376013,-0.564998433
YOGURT,0.072916721,-0.168959904,-0.656503357,-0.706470738,0.6010020310532787,0.5329350831325563,-0.500685319,-0.625848206
CREAM,-0.462647185,-0.4573698,-0.942932862,-0.794484674,-0.105036642,1.0024311198178564,-0.374110654,-0.540658523
MILK,-0.347277947,-0.289130703,-0.83186836,-0.757575604,0.21717760193738617,0.8778178266435879,-0.32354099,-0.510233637
YOGURT,-0.108799043,-0.4573698,-0.674039857,-0.580601345,-0.253750895,0.6152514360649064,-0.363876317,-0.540050025
CHEESE,-0.74388274,-0.4573698,0.26124015926673416,0.8522276827110222,-0.459118213,-0.149347099,1.5035891369465988,0.5911472605189346
CREAM SUB,0.49827167497321423,-0.192994066,0.17940315784797178,-0.975244479,1.880652876536238,-0.166916597,-0.104104769,0.1956237339440935
CREAM SUB,1.985539646312584,-0.168959904,1.6057051825749697,-1.040545141,3.6489360605557866,-1.746219274,2.4260339925376546,0.6805964272981678
CHEESE,-0.665372683,-0.4573698,0.31384966017879545,1.297029296318344,-0.420169239,-0.149347099,1.2000206471885375,0.4451078045528395
CHEESE,-0.66869001,-0.4573698,0.36061366098951675,1.2960829099064137,-0.419461077,-0.227433758,1.2421620339670487,0.5546373965274108
EGG MIX,0.089134761,-0.4573698,1.9213621880473384,2.3285904853225583,-0.284910077,-1.705223778,1.050268219172042,1.4734689736474267
ALLSPICE,1.8639043475413346,4.734008218830713,0.24954915906405373,-0.464195816,-0.459118213,-1.520418685,-0.11689769,-0.097063676
SPICES,1.4525558826058358,9.276463814112711,0.17940315784797178,0.3194121327941666,-0.338022313,-1.586466984,-0.464564131,-0.383666108
SPICES,1.9689530146619592,5.863613327226266,0.5418241641310615,-0.320345082,-0.459118213,-1.618677731,-0.157534027,-0.117144101
SPICES,1.7293683352640432,6.272194180110201,0.5301331639283813,-0.022233362,-0.459118213,-1.526275184,-0.398341951,-0.218154725
CHERVIL,1.0154059906582544,2.258489994747746,0.097566156,1.1550713345287733,-0.459118213,-1.561414181,-0.475249982,-0.38853409
CINNAMON,2.176101614387542,12.30476723746464,0.15602115744261114,-0.662936963,-0.305446806,-1.451442136,-0.448761111,-0.550394487
CLOVES,1.4617706779672943,7.762312101235041,0.600279165,-0.474606067,-0.290575377,-1.572476458,0.317760614,0.5954067446512791
CORIANDER LEAF,1.125983534995754,2.0421824441048693,0.3430771606854963,1.0348802602136031,0.055716390455480325,-1.55816057,-0.48337725,-0.334986289
DILL WEED,1.2630996899742533,2.8112756530691065,0.19109415805065222,0.8484421370633004,-0.459118213,-1.55816057,-0.46546716,-0.360543194
GINGER,1.8148816362183768,2.5468998339470885,0.7405711675766269,-0.177440733,-0.2190509,-1.490485466,-0.208705711,-0.263792055
MACE,1.0670088446824209,4.3975301111522285,1.4887951805481667,-0.405519859,-0.459118213,-1.529854156,0.9306167817116262,1.3444674542107093
MARJORAM,1.4378122100275026,9.228395317309078,0.29631316,0.15758005635405614,-0.169479477,-1.547098294,-0.421068199,-0.197465802
MUSTARD SEED,0.49347998138525584,3.0756512438666315,1.4537221799401259,1.3197425702046754,0.021724558244606174,-1.572476458,-0.280948088,1.1241912747951823
NUTMEG,1.0224092351329626,4.541734688,1.7810701856151745,-0.487855477,1.5584385650195458,-1.592974206,3.4034131558935554,1.5836070633551902
SPICES,1.5804572422228773,9.829249244,0.5009056634216804,0.000479912,-0.169479477,-1.562715625,-0.100342145,-0.002138029
